Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
FR17176,Arizona,14944.83656,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
WY26014,California,10819.999,No,Extended,High School or Below,1/19/11,Employed,F,37433,Urban,Married,90,7,18,0,2,Personal Auto,Personal L2,Offer1,Agent,410.391616,Four-Door Car,Medsize
RY32848,Oregon,15839.08876,No,Extended,Doctor,2/21/11,Employed,M,44930,Rural,Married,132,19,42,0,2,Personal Auto,Personal L3,Offer2,Call Center,111.049063,SUV,Medsize
JG83987,Arizona,6451.263836,No,Extended,Bachelor,1/13/11,Employed,F,30857,Urban,Married,81,17,14,0,7,Personal Auto,Personal L3,Offer3,Web,309.161777,Two-Door Car,Large
MQ48266,Arizona,5564.957596,No,Basic,Bachelor,1/11/11,Employed,F,46507,Urban,Married,73,17,32,4,3,Personal Auto,Personal L3,Offer1,Agent,325.569334,Two-Door Car,Medsize
EA68909,California,2444.896824,No,Basic,Bachelor,2/8/11,Employed,M,48473,Suburban,Single,63,1,73,0,1,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,Medsize
KP51068,Oregon,2640.58732,No,Basic,Bachelor,2/1/11,Employed,M,59961,Urban,Single,68,8,7,0,1,Personal Auto,Personal L3,Offer1,Branch,291.91645,Four-Door Car,Medsize
CM78608,California,5823.162917,No,Basic,High School or Below,1/31/11,Employed,F,88359,Rural,Divorced,73,1,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medsize
TZ11597,California,5755.539367,No,Basic,College,1/17/11,Employed,M,97607,Rural,Married,71,2,67,0,9,Personal Auto,Personal L3,Offer2,Branch,60.021023,Two-Door Car,Medsize
GS76685,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Corporate Auto,Corporate L3,Offer1,Branch,523.815839,SUV,Medsize
BR40272,California,8247.952072,No,Premium,College,1/30/11,Employed,M,49009,Suburban,Married,105,17,28,0,7,Personal Auto,Personal L2,Offer2,Branch,504,Four-Door Car,Medsize
FX36546,Washington,3679.142115,No,Extended,Master,1/17/11,Employed,M,60804,Rural,Married,92,16,50,0,1,Personal Auto,Personal L3,Offer2,Agent,213.225001,Four-Door Car,Medsize
FY31714,Oregon,16331.43396,No,Extended,Bachelor,2/19/11,Employed,M,78374,Urban,Single,82,17,84,0,2,Personal Auto,Personal L3,Offer2,Call Center,206.95076,Four-Door Car,Large
GL99349,California,20474.14563,No,Basic,High School or Below,2/1/11,Employed,M,95621,Suburban,Married,66,7,90,5,2,Personal Auto,Personal L2,Offer4,Web,351.877002,Two-Door Car,Small
HH49391,Oregon,9414.943031,No,Extended,High School or Below,1/10/11,Retired,M,15741,Suburban,Divorced,132,14,4,0,4,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize
WG26617,Oregon,9732.584122,No,Extended,Bachelor,2/28/11,Employed,M,38279,Rural,Married,82,5,41,0,2,Personal Auto,Personal L3,Offer1,Web,64.396979,Two-Door Car,Medsize
JL97265,Oregon,4611.2543,No,Basic,Master,1/7/11,Unemployed,M,0,Suburban,Married,61,4,15,0,7,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
QQ25666,Arizona,14510.7505,No,Basic,High School or Below,1/25/11,Employed,M,60120,Urban,Married,182,30,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize
VE72838,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize
ZN27809,Oregon,8083.541953,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,116,7,23,0,8,Personal Auto,Personal L3,Offer1,Web,820.018767,SUV,Medsize
IZ71030,California,2570.190941,No,Basic,College,2/8/11,Employed,F,69446,Rural,Married,64,23,32,1,1,Personal Auto,Personal L2,Offer3,Branch,26.731452,Four-Door Car,Medsize
LU79958,Washington,2273.62059,No,Basic,Bachelor,1/17/11,Unemployed,F,0,Suburban,Single,73,14,1,4,1,Personal Auto,Personal L1,Offer1,Web,801.022368,Four-Door Car,Large
KT30737,California,3995.358195,No,Basic,College,1/29/11,Unemployed,M,0,Suburban,Single,119,19,98,0,1,Corporate Auto,Corporate L1,Offer2,Agent,856.8,SUV,Medsize
IU32539,California,7282.221435,No,Extended,Bachelor,2/12/11,Employed,F,50886,Suburban,Single,95,25,9,1,9,Personal Auto,Personal L1,Offer4,Branch,620.10464,Two-Door Car,Medsize
UI73924,Oregon,2469.56901,No,Basic,Bachelor,1/2/11,Employed,F,55257,Urban,Married,64,0,77,3,1,Personal Auto,Personal L3,Offer3,Agent,209.596158,Two-Door Car,Medsize
RZ89359,California,2450.625315,No,Basic,College,1/11/11,Employed,F,61883,Rural,Divorced,62,11,62,0,1,Personal Auto,Personal L1,Offer4,Web,18.077998,Four-Door Car,Medsize
CE21829,Oregon,10856.17638,No,Extended,College,1/30/11,Employed,M,37233,Rural,Divorced,136,29,91,0,5,Personal Auto,Personal L3,Offer1,Call Center,242.545602,SUV,Small
BU17847,Arizona,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L2,Offer1,Agent,158.077504,Sports Car,Medsize
XA63646,California,4654.582368,No,Premium,Master,1/7/11,Employed,F,81883,Urban,Married,114,15,40,0,1,Personal Auto,Personal L3,Offer2,Branch,376.002146,Four-Door Car,Medsize
EA40332,Oregon,15394.8718,No,Premium,Bachelor,1/22/11,Employed,M,35822,Suburban,Divorced,197,25,79,0,7,Personal Auto,Personal L2,Offer2,Agent,1404.868905,SUV,Medsize
KB75939,Oregon,9421.101961,No,Extended,Bachelor,1/8/11,Disabled,F,23059,Rural,Divorced,126,30,66,0,3,Corporate Auto,Corporate L3,Offer3,Branch,95.845811,Sports Car,Medsize
PR98117,Oregon,2640.515863,No,Basic,Bachelor,2/11/11,Employed,F,97666,Rural,Single,66,16,60,0,1,Personal Auto,Personal L3,Offer2,Branch,136.27248,Four-Door Car,Medsize
ZE62067,Arizona,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,523.888845,Four-Door Car,Small
AU45793,Arizona,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Corporate Auto,Corporate L3,Offer2,Branch,91.834668,Four-Door Car,Medsize
RE29131,Oregon,4349.30875,Yes,Basic,College,2/10/11,Employed,F,75648,Rural,Married,108,28,10,0,1,Personal Auto,Personal L2,Offer2,Branch,112.660916,SUV,Large
FZ19620,Oregon,9672.701942,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,96,5,27,0,2,Corporate Auto,Corporate L3,Offer1,Agent,1120.677126,Four-Door Car,Medsize
HM93220,Arizona,15266.48446,No,Extended,High School or Below,2/9/11,Medical Leave,F,25852,Suburban,Married,135,29,71,1,2,Personal Auto,Personal L2,Offer1,Agent,648,Sports Car,Medsize
BO94261,Arizona,7550.867469,No,Basic,Doctor,1/20/11,Unemployed,M,0,Rural,Married,68,32,15,1,2,Personal Auto,Personal L1,Offer2,Call Center,100.212651,Four-Door Car,Medsize
TC18805,Washington,9939.255085,No,Extended,Bachelor,1/15/11,Disabled,M,13207,Urban,Married,137,16,82,2,3,Personal Auto,Personal L1,Offer1,Agent,392.920864,SUV,Medsize
UQ24268,Oregon,14962.37103,No,Extended,High School or Below,2/12/11,Unemployed,F,0,Suburban,Married,82,9,58,0,2,Personal Auto,Personal L1,Offer4,Agent,393.6,Four-Door Car,Medsize
NF25863,Nevada,7887.82202,No,Extended,High School or Below,1/17/11,Employed,M,32150,Suburban,Married,98,21,64,0,8,Personal Auto,Personal L3,Offer1,Call Center,470.4,Two-Door Car,Medsize
FD98839,Oregon,2894.327413,No,Basic,College,2/8/11,Employed,M,52674,Rural,Married,73,8,49,0,1,Personal Auto,Personal L1,Offer2,Call Center,166.5492,Two-Door Car,Large
FN99437,California,4397.781207,No,Basic,College,2/25/11,Employed,M,91653,Urban,Divorced,111,10,25,0,1,Corporate Auto,Corporate L3,Offer2,Agent,343.98412,SUV,Medsize
DZ35379,Arizona,5781.015999,No,Basic,High School or Below,1/27/11,Employed,F,69512,Urban,Married,72,3,62,0,5,Personal Auto,Personal L2,Offer2,Branch,196.977247,Two-Door Car,Medsize
IA67715,California,7720.155885,No,Basic,High School or Below,2/26/11,Employed,F,67332,Suburban,Married,192,3,10,0,1,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize
JG61793,Washington,3046.248976,No,Extended,High School or Below,1/18/11,Unemployed,M,0,Suburban,Single,98,4,43,2,1,Personal Auto,Personal L1,Offer1,Branch,705.6,Four-Door Car,Small
CR41258,Nevada,2590.321715,No,Basic,College,2/12/11,Employed,M,53304,Rural,Married,65,14,82,0,1,Personal Auto,Personal L3,Offer3,Branch,116.322725,Four-Door Car,Medsize
BE75190,California,10155.30044,No,Extended,College,1/13/11,Employed,M,28754,Suburban,Single,89,9,17,0,2,Corporate Auto,Corporate L1,Offer2,Web,427.2,Four-Door Car,Medsize
EW16697,Arizona,2552.00081,No,Basic,High School or Below,1/16/11,Employed,F,50201,Rural,Married,64,21,99,0,1,Personal Auto,Personal L3,Offer4,Agent,99.894584,Two-Door Car,Medsize
HI60054,California,9404.447425,No,Extended,Bachelor,2/1/11,Employed,F,51593,Urban,Married,80,5,91,2,2,Personal Auto,Personal L2,Offer1,Agent,202.905809,Two-Door Car,Medsize
MU57098,Oregon,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small
WB21698,California,3723.114445,No,Extended,High School or Below,2/7/11,Employed,F,31974,Urban,Married,92,25,77,0,1,Personal Auto,Personal L3,Offer2,Branch,388.135527,Four-Door Car,Medsize
MU75490,Oregon,8417.102804,No,Basic,Bachelor,1/25/11,Employed,M,31756,Urban,Married,107,1,97,0,3,Corporate Auto,Corporate L3,Offer1,Agent,415.850776,SUV,Medsize
UA44429,California,2520.028421,No,Basic,College,1/24/11,Unemployed,F,0,Suburban,Married,68,3,52,0,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize
PP64004,Nevada,8186.308757,No,Basic,Bachelor,1/20/11,Disabled,F,20369,Suburban,Married,105,4,38,0,3,Personal Auto,Personal L1,Offer1,Agent,1126.65778,SUV,Small
FI77477,Washington,4229.923123,No,Extended,College,1/23/11,Unemployed,M,0,Suburban,Single,126,15,45,0,1,Personal Auto,Personal L1,Offer4,Agent,907.2,SUV,Small
NT40494,California,5074.246068,No,Basic,High School or Below,2/27/11,Employed,F,66933,Urban,Married,63,8,0,0,6,Personal Auto,Personal L1,Offer1,Agent,160.52105,Four-Door Car,Medsize
YM98727,California,12981.52926,No,Premium,High School or Below,1/27/11,Employed,F,39843,Suburban,Married,109,5,97,1,2,Personal Auto,Personal L2,Offer1,Agent,523.2,Four-Door Car,Small
NT77164,Arizona,2744.172816,No,Basic,Doctor,2/9/11,Medical Leave,M,16686,Rural,Married,71,9,32,0,1,Personal Auto,Personal L2,Offer1,Agent,125.510669,Four-Door Car,Medsize
IL91509,Oregon,13226.22345,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,190,2,78,1,4,Special Auto,Special L3,Offer1,Call Center,1398.023248,Luxury Car,Medsize
PS47550,California,13178.43163,No,Basic,High School or Below,1/13/11,Employed,F,80237,Suburban,Married,108,4,71,0,2,Personal Auto,Personal L3,Offer1,Branch,776.601764,SUV,Medsize
PK66498,California,8793.521303,No,Basic,High School or Below,1/2/11,Employed,M,72897,Suburban,Married,73,26,96,0,2,Personal Auto,Personal L3,Offer1,Call Center,507.709291,Two-Door Car,Medsize
NG93751,California,3245.332058,No,Extended,Bachelor,2/27/11,Employed,M,46435,Urban,Married,82,13,20,0,1,Corporate Auto,Corporate L3,Offer2,Branch,350.325879,Two-Door Car,Medsize
KL84615,Arizona,4624.622593,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,68,0,16,2,3,Personal Auto,Personal L2,Offer3,Call Center,469.278843,Four-Door Car,Large
AP27994,Oregon,4372.490855,No,Basic,High School or Below,2/1/11,Disabled,F,23124,Suburban,Married,112,27,59,0,1,Special Auto,Special L2,Offer3,Agent,537.6,Sports Car,Medsize
TP20456,Arizona,9090.269181,No,Extended,High School or Below,1/1/11,Employed,M,45310,Suburban,Married,229,28,70,0,1,Personal Auto,Personal L2,Offer3,Agent,1550.375183,Luxury SUV,Medsize
OB21477,Oregon,10777.56762,No,Extended,College,1/10/11,Employed,M,53437,Suburban,Married,91,2,87,0,2,Personal Auto,Personal L1,Offer3,Branch,436.8,Two-Door Car,Medsize
LH80781,Washington,5007.224298,No,Basic,College,1/25/11,Unemployed,F,0,Suburban,Single,73,24,69,1,3,Personal Auto,Personal L2,Offer1,Agent,655.791955,Four-Door Car,Medsize
UU70820,Arizona,5867.12642,No,Basic,College,2/22/11,Employed,F,27880,Urban,Married,74,4,9,0,5,Personal Auto,Personal L3,Offer2,Call Center,199.444294,Four-Door Car,Large
ER66372,California,14914.53488,No,Basic,Bachelor,2/22/11,Employed,F,45963,Suburban,Married,63,3,73,2,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
XD81935,Oregon,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medsize
AT30076,Nevada,3536.64749,No,Extended,High School or Below,1/3/11,Employed,F,31727,Suburban,Single,92,1,95,0,1,Personal Auto,Personal L3,Offer3,Agent,495.750669,Four-Door Car,Small
EW34576,Arizona,2839.796453,No,Basic,High School or Below,1/25/11,Employed,F,53071,Suburban,Divorced,72,28,19,0,1,Corporate Auto,Corporate L3,Offer1,Agent,386.225897,Four-Door Car,Medsize
XC14741,California,2939.939038,No,Basic,High School or Below,2/26/11,Employed,M,97735,Urban,Divorced,73,24,26,0,1,Corporate Auto,Corporate L2,Offer2,Branch,188.667196,Four-Door Car,Medsize
PG84165,California,2776.629135,No,Extended,High School or Below,1/27/11,Unemployed,M,0,Suburban,Single,77,6,36,0,1,Personal Auto,Personal L3,Offer2,Branch,554.4,Four-Door Car,Medsize
CN16311,Oregon,5476.527832,No,Basic,Master,2/6/11,Employed,F,52218,Rural,Married,68,11,85,0,8,Corporate Auto,Corporate L3,Offer2,Call Center,33.781673,Four-Door Car,Medsize
TZ19823,California,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize
NC34154,California,8066.073765,No,Basic,High School or Below,2/28/11,Disabled,F,17950,Suburban,Married,71,16,62,2,2,Special Auto,Special L2,Offer2,Web,340.8,Two-Door Car,Medsize
LQ50657,Arizona,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L1,Offer2,Agent,432,Two-Door Car,Large
JL16084,Arizona,6611.118163,No,Extended,College,1/3/11,Unemployed,F,0,Suburban,Single,95,15,37,0,3,Personal Auto,Personal L3,Offer1,Branch,564.302867,Four-Door Car,Medsize
CJ81391,Oregon,7582.113842,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L3,Offer2,Web,268.471802,Four-Door Car,Medsize
WQ89892,Washington,2607.81554,No,Basic,College,1/8/11,Unemployed,F,0,Suburban,Married,70,26,44,1,1,Special Auto,Special L1,Offer2,Branch,336,Two-Door Car,Medsize
JW70372,Arizona,7124.202899,No,Extended,Doctor,1/22/11,Employed,F,61233,Rural,Married,89,27,50,2,7,Personal Auto,Personal L2,Offer2,Branch,181.287697,Four-Door Car,Medsize
AW17574,Nevada,9435.540893,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,Divorced,129,13,19,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,628.366119,SUV,Large
GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize
DC62428,Arizona,5091.101225,No,Basic,High School or Below,1/9/11,Employed,M,20244,Suburban,Married,65,6,42,0,8,Personal Auto,Personal L3,Offer3,Branch,312,Four-Door Car,Medsize
KR54589,California,5881.813596,No,Basic,High School or Below,1/5/11,Employed,F,86812,Rural,Married,73,1,11,0,3,Personal Auto,Personal L3,Offer4,Agent,45.472477,Four-Door Car,Small
BC47264,California,7684.887717,No,Extended,College,2/5/11,Employed,F,62192,Rural,Single,98,30,28,0,5,Special Auto,Special L3,Offer3,Agent,243.292609,Two-Door Car,Medsize
SN58128,Oregon,10396.53186,No,Extended,College,2/18/11,Employed,F,34948,Urban,Married,130,20,15,0,7,Personal Auto,Personal L1,Offer4,Branch,443.786437,SUV,Small
TD97297,Oregon,8545.608946,No,Basic,Bachelor,2/25/11,Employed,M,35456,Urban,Married,109,14,58,0,6,Personal Auto,Personal L1,Offer3,Agent,505.082702,Sports Car,Medsize
TK13024,Oregon,4408.071476,No,Basic,College,2/3/11,Employed,M,80640,Urban,Married,111,2,84,0,1,Personal Auto,Personal L3,Offer2,Web,313.270725,SUV,Medsize
LR97507,Arizona,2562.843896,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,74,17,59,0,1,Corporate Auto,Corporate L2,Offer1,Agent,663.423782,Four-Door Car,Large
KC14861,Oregon,14886.70602,No,Basic,High School or Below,2/11/11,Employed,M,91193,Rural,Married,185,15,75,1,6,Personal Auto,Personal L1,Offer1,Web,1.587888,Luxury SUV,Medsize
DC37886,Arizona,24338.51185,No,Basic,High School or Below,2/23/11,Employed,F,73692,Rural,Married,67,1,10,0,2,Personal Auto,Personal L1,Offer2,Branch,24.843535,Two-Door Car,Medsize
SP56326,Arizona,7452.998789,No,Premium,High School or Below,1/1/11,Medical Leave,F,12195,Suburban,Divorced,101,29,35,0,7,Personal Auto,Personal L3,Offer1,Branch,670.581817,Four-Door Car,Medsize
OQ99704,Washington,3981.775889,No,Basic,Bachelor,2/11/11,Employed,F,52801,Urban,Married,100,21,78,0,1,Personal Auto,Personal L3,Offer2,Branch,475.20088,SUV,Small
GQ92754,Nevada,16060.06949,No,Extended,College,2/12/11,Unemployed,M,0,Suburban,Married,87,1,70,0,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize
DX28320,California,5111.357987,No,Basic,High School or Below,1/29/11,Unemployed,F,0,Suburban,Single,72,6,13,2,7,Personal Auto,Personal L3,Offer1,Branch,594.683752,Four-Door Car,Medsize
BM83544,Arizona,7439.978924,No,Basic,Bachelor,1/25/11,Unemployed,F,0,Suburban,Single,108,2,94,0,5,Personal Auto,Personal L2,Offer2,Agent,518.4,SUV,Medsize
YB96664,Washington,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Corporate Auto,Corporate L3,Offer2,Branch,467.803638,Two-Door Car,Medsize
RO90746,California,17816.68242,No,Extended,High School or Below,2/11/11,Employed,F,60192,Suburban,Married,220,17,87,0,7,Personal Auto,Personal L3,Offer3,Agent,1056,Luxury Car,Medsize
UV46349,Oregon,6238.054416,No,Extended,Bachelor,1/4/11,Unemployed,F,0,Rural,Married,90,25,63,2,7,Personal Auto,Personal L3,Offer3,Call Center,134.442783,Four-Door Car,Medsize
MY32188,Oregon,2682.912454,No,Basic,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,74,24,33,0,1,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Two-Door Car,Small
OV87950,California,2837.163399,No,Basic,College,2/14/11,Employed,M,29242,Suburban,Married,73,26,23,0,1,Personal Auto,Personal L1,Offer3,Branch,350.4,Two-Door Car,Large
ZG82132,Oregon,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize
LZ31103,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize
HO79663,Arizona,4139.533158,No,Basic,Doctor,2/8/11,Employed,F,45281,Rural,Married,104,13,84,1,1,Personal Auto,Personal L2,Offer1,Branch,65.03063,Sports Car,Medsize
RS57109,Arizona,4100.465956,No,Premium,Bachelor,1/20/11,Employed,F,51193,Rural,Married,104,31,21,2,1,Personal Auto,Personal L2,Offer1,Agent,97.313649,Two-Door Car,Medsize
NA21420,Oregon,5278.201394,No,Basic,Bachelor,2/3/11,Employed,F,62074,Rural,Divorced,67,24,22,0,4,Corporate Auto,Corporate L3,Offer2,Agent,49.435556,Four-Door Car,Medsize
MY98825,California,8056.898119,No,Basic,Bachelor,2/2/11,Employed,F,64304,Rural,Divorced,68,35,70,0,2,Corporate Auto,Corporate L2,Offer3,Web,65.471028,Two-Door Car,Medsize
VW73816,Oregon,9185.025301,No,Basic,Bachelor,1/28/11,Employed,M,73795,Urban,Married,116,1,77,1,3,Personal Auto,Personal L3,Offer1,Agent,501.716934,SUV,Medsize
FN66189,Oregon,15417.73444,No,Extended,College,2/8/11,Employed,F,84376,Rural,Married,96,5,54,0,2,Personal Auto,Personal L3,Offer4,Branch,43.578516,Four-Door Car,Medsize
HU75748,Arizona,6829.413399,No,Basic,High School or Below,2/13/11,Unemployed,F,0,Suburban,Single,66,14,73,1,2,Personal Auto,Personal L2,Offer3,Branch,470.691875,Two-Door Car,Medsize
OS11465,Oregon,8500.909417,No,Basic,High School or Below,1/10/11,Employed,M,79153,Suburban,Married,106,12,5,0,7,Special Auto,Special L1,Offer4,Call Center,508.8,SUV,Medsize
UY61913,Oregon,8847.444221,No,Basic,College,2/11/11,Disabled,M,17950,Urban,Married,118,34,24,0,4,Personal Auto,Personal L2,Offer1,Agent,425.489592,SUV,Medsize
OD70577,Arizona,2840.899849,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Single,80,3,99,1,1,Personal Auto,Personal L3,Offer1,Branch,962.526106,Two-Door Car,Medsize
DC91024,Oregon,15984.52739,No,Basic,Bachelor,2/7/11,Unemployed,M,0,Suburban,Single,69,19,74,0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Small
VQ67172,Oregon,18542.30074,No,Basic,College,1/9/11,Unemployed,F,0,Suburban,Married,72,30,48,0,2,Corporate Auto,Corporate L2,Offer4,Agent,622.992063,Four-Door Car,Small
MF23895,Arizona,2609.829612,No,Basic,College,1/13/11,Employed,F,58139,Rural,Married,65,29,77,1,1,Corporate Auto,Corporate L3,Offer4,Agent,33.171413,Four-Door Car,Medsize
AA10041,California,7901.744238,No,Basic,High School or Below,2/2/11,Unemployed,M,0,Suburban,Single,113,35,83,0,5,Personal Auto,Personal L3,Offer1,Call Center,1258.327804,SUV,Medsize
DV36320,California,17995.86532,No,Extended,High School or Below,1/18/11,Employed,F,80991,Urban,Married,223,5,56,0,4,Personal Auto,Personal L3,Offer4,Branch,937.327881,Luxury SUV,Medsize
UE72026,California,5021.686245,No,Extended,College,1/28/11,Employed,F,69678,Rural,Divorced,126,21,39,0,1,Personal Auto,Personal L2,Offer3,Agent,306.818754,Sports Car,Small
SE78641,Arizona,4654.841089,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,67,33,19,0,4,Personal Auto,Personal L2,Offer1,Call Center,577.385463,Two-Door Car,Large
YC69616,Arizona,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large
SM10254,Oregon,4726.869327,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L1,Offer2,Agent,839.348464,SUV,Small
AG45299,California,8595.726399,No,Basic,College,1/20/11,Employed,M,76763,Rural,Divorced,108,12,87,0,8,Personal Auto,Personal L3,Offer2,Web,186.459607,SUV,Small
KS45476,Washington,15626.28021,No,Extended,High School or Below,2/10/11,Employed,F,50461,Suburban,Single,131,22,89,0,2,Personal Auto,Personal L3,Offer1,Agent,810.06514,Sports Car,Large
No69427,California,2797.674845,No,Basic,High School or Below,2/7/11,Employed,M,69604,Rural,Married,70,10,50,0,1,Corporate Auto,Corporate L3,Offer4,Agent,112.336604,Four-Door Car,Medsize
BA52133,California,5344.989624,No,Basic,Master,2/11/11,Employed,M,22908,Suburban,Married,68,30,19,0,7,Personal Auto,Personal L2,Offer3,Call Center,387.774781,Four-Door Car,Small
WT59944,California,17557.54051,No,Premium,College,2/15/11,Employed,F,68273,Rural,Divorced,146,23,93,0,2,Personal Auto,Personal L1,Offer2,Call Center,76.475359,Sports Car,Medsize
XV30885,California,4595.524548,No,Basic,College,1/25/11,Employed,M,95550,Urban,Divorced,116,15,75,1,1,Personal Auto,Personal L3,Offer1,Agent,381.570261,SUV,Medsize
LU79865,Nevada,5794.104234,No,Basic,Bachelor,2/27/11,Employed,M,88370,Suburban,Divorced,74,0,16,1,9,Personal Auto,Personal L1,Offer1,Agent,355.2,Four-Door Car,Small
BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize
AM34581,Oregon,6680.146801,No,Extended,Bachelor,1/5/11,Employed,F,24432,Rural,Married,87,19,44,3,6,Corporate Auto,Corporate L2,Offer2,Branch,71.10847,Two-Door Car,Medsize
YN75239,Oregon,7910.866718,No,Basic,College,1/12/11,Employed,M,77577,Rural,Married,199,14,37,1,1,Personal Auto,Personal L3,Offer3,Agent,35.768916,Luxury SUV,Small
OJ84485,California,12516.92188,No,Basic,High School or Below,1/27/11,Medical Leave,M,12607,Suburban,Married,110,13,20,0,2,Personal Auto,Personal L2,Offer1,Call Center,528,SUV,Medsize
JA12995,Oregon,2325.259483,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Married,63,6,75,0,1,Personal Auto,Personal L3,Offer3,Agent,302.4,Four-Door Car,Medsize
OD85990,Oregon,3964.151263,No,Basic,Bachelor,2/14/11,Disabled,F,23474,Suburban,Divorced,102,5,21,0,1,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medsize
NZ57264,California,7486.088015,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,113,33,18,0,4,Personal Auto,Personal L3,Offer4,Call Center,813.6,SUV,Medsize
OL39995,Oregon,6707.994148,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Divorced,65,1,30,0,2,Personal Auto,Personal L2,Offer4,Agent,360.480689,Four-Door Car,Medsize
LK51620,California,12902.09322,No,Premium,High School or Below,1/15/11,Employed,M,98478,Suburban,Married,106,21,80,0,2,Corporate Auto,Corporate L3,Offer1,Branch,508.8,Four-Door Car,Small
